resume_text,job_description,keyword_score,length,has_skills_section,action_verbs,label
Experience: implemented scalable system using Ruby; designed system system using Java; deployed project application using TensorFlow; tested efficient application using Excel Additional: strategy collaborative robust collaborative collaborative application collaborative application collaborative strategy strategy collaborative project innovative collaborative collaborative Extra: application project system scalable efficient collaborative system collaborative,"Software Engineer role requiring expertise in Docker, C++, Python, AWS and experience in building collaborative team system efficient team efficient robust project collaborative scalable innovative team systems.",0.29147905819639225,47,0,4,0
"Skills: React, Marketing Experience: designed efficient system using TensorFlow; optimized application application using Ruby Additional: collaborative collaborative analysis application efficient team collaborative application collaborative team collaborative analysis innovative project project efficient data robust robust","Software Engineer role requiring expertise in Docker, Ruby, Kubernetes, AWS and experience in building application system efficient collaborative scalable collaborative innovative collaborative application innovative team systems.",0.47909710056244625,34,1,2,0
"Skills: TensorFlow, Docker, Kubernetes, Java, Excel, AWS, Ruby Experience: designed team pipeline using AWS; deployed collaborative application using React Additional: data collaborative innovative project efficient data collaborative team scalable system data team analysis data robust","Software Engineer role requiring expertise in JavaScript, React, Docker, TensorFlow, SQL and experience in building application system efficient project system systems.",0.13076900729370164,35,1,2,0
"Skills: Java, AWS, TensorFlow, Marketing Experience: optimized innovative pipeline using Docker; implemented team system using SQL; led project system using Kubernetes Additional: project team project data scalable data efficient team application data efficient strategy data collaborative","Software Engineer role requiring expertise in Node.js, SQL, Python, AWS, TensorFlow and experience in building project scalable project efficient innovative scalable project robust application application systems.",0.2840137086388937,36,1,3,1
Experience: deployed application pipeline using Java; developed efficient tool using Marketing; optimized efficient pipeline using Ruby; built team system using Photoshop; deployed application system using TensorFlow Additional: innovative collaborative robust data analysis scalable scalable project team robust robust innovative robust system,"Software Engineer role requiring expertise in SQL, Python, TensorFlow and experience in building team efficient project team efficient innovative collaborative systems.",0.2058238940276675,41,0,4,0
Experience: designed project pipeline using Kubernetes; built collaborative tool using SQL; implemented team tool using Node.js Additional: system efficient efficient team system robust application strategy data system collaborative,"Software Engineer role requiring expertise in React, AWS and experience in building efficient team application team application application efficient systems.",0.24106388174065038,28,0,3,0
Skills: C++ Experience: optimized team application using TensorFlow; optimized project tool using JavaScript; built project pipeline using Java Additional: project data robust project project system system system system team analysis application data data,"Software Engineer role requiring expertise in React, Java, SQL and experience in building project application scalable system innovative team collaborative team team innovative systems.",0.2341889964257869,33,1,2,0
"Skills: TensorFlow, Python, AWS, Ruby Experience: designed innovative pipeline using Marketing; designed robust system using React; managed collaborative application using Excel; built collaborative tool using Node.js; deployed team pipeline using Marketing Additional: application scalable innovative system project analysis analysis efficient collaborative scalable collaborative","Software Engineer role requiring expertise in Kubernetes, C++ and experience in building innovative project team team team efficient scalable efficient collaborative efficient systems.",0.21219780963493212,43,1,4,0
Experience: built project tool using Node.js; implemented scalable tool using Marketing; led collaborative system using Excel; built scalable application using C++; led team pipeline using React Additional: collaborative scalable project efficient analysis team robust collaborative efficient system analysis team,"Software Engineer role requiring expertise in Kubernetes, C++, React, SQL and experience in building system collaborative system scalable efficient project system efficient efficient scalable innovative innovative systems.",0.24190449119610555,39,0,3,0
Skills: Photoshop Experience: tested efficient tool using Node.js; built team application using Photoshop; built team system using JavaScript Additional: scalable team team innovative collaborative robust analysis application innovative innovative application analysis project,"Software Engineer role requiring expertise in C++, Java, Kubernetes and experience in building efficient innovative innovative collaborative collaborative system application system scalable system application collaborative scalable system systems.",0.2800660811988038,32,1,2,0
"Skills: JavaScript, Marketing, Python, Excel, Photoshop, Kubernetes Experience: designed system application using Photoshop Additional: robust analysis collaborative team system system innovative efficient robust team efficient data robust data data","Software Engineer role requiring expertise in C++, Java, React and experience in building collaborative innovative project efficient scalable systems.",0.11014877516033318,29,1,1,0
Experience: integrated scalable tool using Python; built efficient application using Node.js Additional: team data application collaborative scalable robust scalable application scalable collaborative collaborative team efficient project strategy collaborative application strategy,"Software Engineer role requiring expertise in Docker, C++, Python and experience in building collaborative collaborative efficient project scalable systems.",0.3252988827149067,30,0,2,0
"Skills: Python, Kubernetes, JavaScript, AWS Experience: implemented collaborative tool using Python Additional: robust robust system data project team efficient efficient innovative strategy efficient data robust strategy application strategy robust system collaborative","Software Engineer role requiring expertise in Java, C++, Docker, AWS, Kubernetes and experience in building collaborative efficient robust system application innovative systems.",0.30197011451335604,31,1,1,0
"Skills: SQL, Node.js, TensorFlow Experience: integrated application pipeline using Ruby; managed scalable system using Ruby; led robust application using SQL; built system system using Node.js; designed collaborative pipeline using Python Additional: scalable team efficient analysis scalable robust team data project project robust efficient system analysis application Extra: collaborative innovative efficient efficient innovative application","Software Engineer role requiring expertise in TensorFlow, C++, Kubernetes, Python and experience in building team system collaborative scalable system collaborative application efficient scalable application collaborative systems.",0.33339503688459776,53,1,5,1
"Skills: AWS, React Experience: tested robust pipeline using JavaScript; designed scalable pipeline using React Additional: robust strategy analysis analysis strategy scalable scalable data system team team innovative scalable","Software Engineer role requiring expertise in TensorFlow, JavaScript, Kubernetes, Python, AWS and experience in building team efficient collaborative scalable team project scalable innovative collaborative robust innovative systems.",0.3130417376384361,28,1,2,0
"Skills: Excel, JavaScript, Node.js, AWS, Docker Experience: led collaborative application using Ruby; designed innovative system using AWS Additional: strategy data robust robust analysis scalable robust data robust strategy efficient analysis robust analysis strategy strategy Extra: collaborative project robust innovative efficient application collaborative efficient collaborative","Software Engineer role requiring expertise in Python, TensorFlow and experience in building collaborative team innovative scalable application team system team application systems.",0.1249729975763268,44,1,2,0
Experience: optimized team system using Node.js; developed system system using Docker Additional: scalable robust efficient collaborative scalable scalable robust data team project system data analysis Extra: robust efficient scalable team application robust team project innovative,"Software Engineer role requiring expertise in Kubernetes, TensorFlow and experience in building innovative scalable team efficient system team systems.",0.29637115581931217,35,0,2,0
"Skills: SQL, C++, AWS, Node.js Experience: integrated collaborative pipeline using Photoshop Additional: project application project robust collaborative analysis robust efficient analysis data robust Extra: scalable efficient innovative scalable collaborative system project system innovative collaborative project application efficient","Software Engineer role requiring expertise in C++, Node.js, Docker, TensorFlow, Java and experience in building innovative team innovative robust efficient system project team system robust efficient systems.",0.3231218964746653,37,1,1,0
Experience: led efficient pipeline using C++; developed project pipeline using Photoshop; designed collaborative system using AWS; deployed application application using Python Additional: collaborative efficient scalable project team project strategy strategy strategy team scalable,"Software Engineer role requiring expertise in TensorFlow, Java, AWS, Kubernetes and experience in building collaborative team team scalable robust project team efficient team collaborative project innovative system team systems.",0.3241041511704422,33,0,4,0
"Skills: Marketing, React Experience: implemented innovative tool using Docker; deployed robust tool using TensorFlow Additional: application data analysis analysis efficient robust efficient collaborative efficient scalable data","Software Engineer role requiring expertise in Ruby, JavaScript and experience in building project innovative efficient system robust efficient efficient innovative innovative robust collaborative team systems.",0.3243259158065448,26,1,2,0
"Skills: Photoshop, JavaScript, Java, Excel Experience: led innovative pipeline using C++ Additional: innovative project innovative efficient collaborative collaborative strategy system scalable collaborative project robust","Software Engineer role requiring expertise in AWS, Docker, TensorFlow, JavaScript and experience in building team efficient system team robust scalable team innovative innovative innovative innovative collaborative collaborative systems.",0.41687593442042603,24,1,1,0
Experience: implemented system tool using Photoshop; integrated application tool using Kubernetes; implemented system tool using Ruby; built collaborative application using SQL Additional: project data project collaborative system innovative analysis scalable system robust scalable system application strategy collaborative team data Extra: system team efficient team innovative team project collaborative robust application project innovative project,"Software Engineer role requiring expertise in React, Java and experience in building scalable team team project application collaborative system systems.",0.33594464377379435,53,0,3,0
"Skills: AWS, Node.js, C++, Python, Photoshop, Kubernetes Experience: designed innovative system using Ruby; implemented collaborative pipeline using Excel; designed system system using Ruby; designed team tool using SQL; managed collaborative pipeline using SQL Additional: system system application analysis analysis innovative collaborative analysis innovative data application data","Software Engineer role requiring expertise in JavaScript, TensorFlow and experience in building efficient innovative innovative innovative innovative system collaborative robust scalable team system application system systems.",0.2242550642860719,46,1,3,0
Experience: led efficient application using AWS; integrated innovative tool using Java; led team pipeline using Excel; tested collaborative system using JavaScript Additional: analysis robust project application robust collaborative system system team efficient analysis efficient scalable,"Software Engineer role requiring expertise in TensorFlow, Python, Docker, Kubernetes, Java and experience in building scalable efficient collaborative collaborative efficient robust application system robust scalable collaborative innovative systems.",0.33972681871092597,35,0,3,0
"Skills: TensorFlow, Excel, Node.js, Marketing, AWS, React, Kubernetes Experience: led robust system using AWS; deployed system tool using TensorFlow; deployed system application using Node.js; developed system tool using Docker Additional: efficient collaborative system innovative system robust project scalable analysis team application analysis project data analysis Extra: team efficient innovative collaborative team","Software Engineer role requiring expertise in Node.js, Ruby, SQL, Python and experience in building efficient innovative application efficient efficient scalable project innovative systems.",0.25218488453306165,51,1,3,0
Experience: integrated robust system using React Additional: strategy robust analysis efficient team strategy robust system system robust innovative Extra: innovative collaborative innovative robust innovative innovative,"Software Engineer role requiring expertise in SQL, Kubernetes, Ruby, TensorFlow, Docker and experience in building collaborative project innovative collaborative collaborative collaborative team scalable robust innovative systems.",0.3413233929079641,25,0,1,0
Experience: deployed collaborative application using C++; tested team tool using Python Additional: efficient innovative strategy innovative data efficient scalable collaborative strategy team project scalable collaborative application data system team scalable robust,"Software Engineer role requiring expertise in Python, React, SQL, Kubernetes, C++ and experience in building application collaborative scalable system robust robust scalable systems.",0.2772824584530063,31,0,2,0
Experience: managed innovative tool using Ruby Additional: robust project innovative project system system robust application analysis collaborative team efficient,"Software Engineer role requiring expertise in Kubernetes, Ruby and experience in building scalable robust scalable collaborative project application robust team team systems.",0.3460962989456869,19,0,1,0
Experience: designed application application using Photoshop; optimized team system using JavaScript; implemented scalable pipeline using Photoshop Additional: collaborative system application team scalable robust strategy collaborative project team efficient project strategy strategy,"Software Engineer role requiring expertise in AWS, Node.js and experience in building robust system innovative system project innovative systems.",0.06747416616988716,31,0,3,0
Experience: implemented robust application using TensorFlow; developed innovative system using Excel; led application tool using Photoshop; deployed collaborative system using Excel; tested collaborative application using React Additional: efficient strategy efficient collaborative robust collaborative efficient innovative strategy efficient system data system robust robust project Extra: collaborative collaborative system innovative robust team efficient project application,"Software Engineer role requiring expertise in Kubernetes, JavaScript, Python, Docker, Node.js and experience in building collaborative system scalable project application efficient innovative scalable collaborative systems.",0.2720934551472394,53,0,5,0
Skills: Photoshop Experience: optimized collaborative system using Java; managed project system using Java; tested system application using Java; tested efficient application using Ruby Additional: innovative data collaborative system collaborative efficient team data scalable team scalable,"Software Engineer role requiring expertise in Python, Node.js, SQL and experience in building team collaborative team application project scalable innovative innovative project efficient innovative systems.",0.2803479718696084,35,1,3,0
"Skills: AWS, Ruby, Python, Java, SQL, Kubernetes Experience: developed innovative system using Ruby Additional: team application robust robust robust strategy team analysis collaborative collaborative efficient innovative collaborative efficient efficient team scalable analysis efficient","Software Engineer role requiring expertise in AWS, JavaScript, Java, TensorFlow and experience in building application robust project application application team collaborative systems.",0.24939873565269283,33,1,1,0
"Skills: Marketing, Excel, React, Java, Node.js, SQL Experience: developed innovative tool using React Additional: application team scalable project robust system application system system application data scalable innovative project","Software Engineer role requiring expertise in SQL, Node.js and experience in building robust project project collaborative team scalable system efficient efficient robust project application systems.",0.36197454132129203,28,1,1,0
"Skills: Docker, Ruby, SQL Experience: integrated robust application using Docker; designed robust application using Ruby; tested robust pipeline using SQL; tested project pipeline using C++; developed team tool using Kubernetes Additional: system analysis strategy team innovative application collaborative robust robust efficient application strategy application robust innovative strategy scalable scalable innovative","Software Engineer role requiring expertise in Java, Node.js, Kubernetes, Python, Docker and experience in building collaborative efficient system team scalable team innovative efficient team system robust application system robust systems.",0.36546150921540116,50,1,4,1
"Skills: AWS, Photoshop, Ruby, TensorFlow, JavaScript, C++ Experience: led efficient pipeline using Java Additional: system strategy system robust efficient robust scalable data system team innovative analysis strategy","Software Engineer role requiring expertise in Docker, TensorFlow and experience in building system scalable system application project team project project collaborative application scalable innovative systems.",0.11553911664080706,27,1,1,0
Experience: deployed collaborative system using Kubernetes; deployed collaborative tool using Marketing; built efficient application using Excel Additional: innovative team project application collaborative efficient efficient system system scalable,"Software Engineer role requiring expertise in C++, TensorFlow, Python, SQL and experience in building application project system collaborative application project systems.",0.20996853686960149,27,0,2,0
Experience: built robust application using TensorFlow; optimized team application using AWS; led system tool using Marketing; optimized efficient system using AWS; designed scalable pipeline using Python Additional: robust application innovative project team team scalable team innovative analysis,"Software Engineer role requiring expertise in TensorFlow, Python, Node.js, Java, Docker and experience in building system application scalable innovative efficient efficient collaborative innovative project application team application team project systems.",0.3668477961439602,37,0,4,0
"Skills: Docker, Node.js, Photoshop Experience: designed collaborative pipeline using Python; developed robust pipeline using React; led robust system using C++; led application pipeline using Kubernetes; built project pipeline using Python Additional: collaborative robust data project team team efficient application application project collaborative innovative","Software Engineer role requiring expertise in Java, React, Python and experience in building system scalable efficient system application team system team project project systems.",0.24377092759973334,43,1,4,0
Experience: developed system pipeline using Kubernetes; managed team system using Kubernetes; led team application using C++ Additional: efficient innovative system system scalable robust team application collaborative team project scalable application robust,"Software Engineer role requiring expertise in Python, Kubernetes, Node.js, Docker, Java and experience in building robust efficient system innovative innovative project systems.",0.158238417685649,31,0,3,0
Experience: led collaborative tool using AWS; led scalable system using C++; managed innovative tool using Docker; managed robust pipeline using Photoshop Additional: project project data analysis application strategy efficient scalable data strategy project scalable robust Extra: system application system innovative robust project scalable,"Software Engineer role requiring expertise in Python, Node.js, Kubernetes, Java and experience in building scalable efficient scalable scalable collaborative collaborative collaborative team team systems.",0.18196903274654488,43,0,2,0
Experience: designed collaborative pipeline using Python Additional: team data scalable scalable strategy application efficient system system data innovative,"Software Engineer role requiring expertise in Ruby, Node.js, Docker and experience in building robust collaborative robust collaborative application scalable innovative scalable collaborative collaborative systems.",0.2692893252245459,18,0,1,0
Skills: Excel Experience: deployed collaborative pipeline using Kubernetes Additional: innovative project efficient application team application strategy innovative strategy analysis collaborative analysis strategy scalable analysis,"Software Engineer role requiring expertise in Docker, C++ and experience in building collaborative team project team robust scalable system efficient innovative systems.",0.2263181604934245,24,1,1,0
Skills: React Experience: tested system system using AWS; tested collaborative tool using Ruby; implemented robust pipeline using Marketing Additional: data data robust system application scalable application innovative analysis analysis strategy innovative project data collaborative data team data Extra: application collaborative scalable innovative team project,"Software Engineer role requiring expertise in AWS, Node.js, C++, Docker and experience in building innovative team efficient robust scalable scalable robust system collaborative innovative scalable scalable collaborative systems.",0.30446482269965536,44,1,2,0
Experience: integrated application tool using Kubernetes; integrated robust pipeline using SQL; tested collaborative application using Kubernetes; optimized project tool using SQL; implemented robust pipeline using Java Additional: collaborative scalable robust system team robust scalable efficient team application project collaborative team robust robust project scalable analysis Extra: scalable application application collaborative scalable system innovative team innovative team scalable system project,"Software Engineer role requiring expertise in Kubernetes, Python and experience in building application robust collaborative team system system scalable application application efficient innovative robust project systems.",0.5328049375942713,59,0,4,0
"Skills: Ruby, AWS, SQL, Node.js Experience: built team application using Node.js; led system system using Marketing; built system tool using C++; optimized application system using SQL; developed project pipeline using C++ Additional: innovative system team scalable application efficient innovative project application collaborative analysis application data data application collaborative system team","Software Engineer role requiring expertise in Kubernetes, C++, Java, JavaScript and experience in building innovative innovative innovative application application project innovative efficient system scalable system innovative application robust systems.",0.31538701468369523,50,1,4,0
"Skills: TensorFlow, Photoshop, SQL Experience: led innovative pipeline using AWS Additional: efficient collaborative efficient system project strategy project scalable application data Extra: system efficient application innovative system system efficient collaborative robust scalable innovative robust team innovative","Software Engineer role requiring expertise in Java, Ruby, Node.js, Docker and experience in building system scalable innovative team robust application collaborative team system system systems.",0.2620557831468402,36,1,1,0
Experience: integrated system application using Ruby Additional: collaborative project system collaborative efficient strategy efficient efficient efficient innovative innovative,"Software Engineer role requiring expertise in React, Ruby, Java and experience in building robust project scalable robust application systems.",0.09231660587831025,18,0,1,0
Experience: implemented system application using Docker Additional: analysis application project collaborative collaborative strategy collaborative robust innovative application robust efficient collaborative data analysis system application Extra: team team project team innovative system team,"Software Engineer role requiring expertise in Docker, Kubernetes, Node.js, Python and experience in building system innovative system team collaborative system systems.",0.22424549138520822,32,0,1,0
"Skills: Node.js, JavaScript, TensorFlow Experience: built system tool using Marketing; deployed efficient application using Marketing Additional: scalable system scalable innovative strategy efficient efficient data analysis collaborative system data efficient robust system data","Software Engineer role requiring expertise in Python, JavaScript and experience in building project scalable collaborative collaborative project systems.",0.10945599400685778,32,1,2,0
"Skills: TensorFlow, Docker, React, AWS, Python, C++, JavaScript Experience: implemented efficient system using Kubernetes; led project application using Java; deployed robust system using Docker; implemented team system using Docker Additional: innovative scalable innovative application robust collaborative innovative robust analysis data application strategy collaborative robust scalable innovative analysis","Software Engineer role requiring expertise in TensorFlow, React, C++, Ruby, Java and experience in building robust system project system team robust collaborative project scalable innovative robust system team systems.",0.36153972807994517,47,1,3,1
"Skills: Ruby, Kubernetes, Marketing, C++, Java Experience: built collaborative pipeline using JavaScript; developed scalable application using Java Additional: project analysis application efficient application data collaborative project data collaborative","Software Engineer role requiring expertise in Kubernetes, TensorFlow and experience in building scalable collaborative project system innovative innovative scalable scalable robust team systems.",0.17845839118344597,28,1,2,0
"Skills: C++, Python, React Experience: implemented efficient system using Kubernetes; tested collaborative pipeline using Docker Additional: project system innovative team collaborative innovative application innovative scalable application robust innovative efficient robust scalable","Software Engineer role requiring expertise in TensorFlow, Docker, Ruby, Python and experience in building robust collaborative system innovative robust innovative robust systems.",0.368639733963411,31,1,2,0
Experience: managed application system using Java; implemented collaborative system using SQL; tested collaborative system using Marketing; deployed system tool using Docker; built application pipeline using TensorFlow Additional: application system application system efficient strategy robust collaborative team collaborative efficient,"Software Engineer role requiring expertise in Python, SQL, Kubernetes, TensorFlow and experience in building team innovative application team project system systems.",0.14229247897432457,38,0,5,0
Experience: integrated efficient pipeline using Node.js Additional: analysis innovative efficient scalable application project team analysis efficient data data project scalable system collaborative innovative scalable system application,"Software Engineer role requiring expertise in React, Docker, SQL and experience in building team efficient innovative efficient application innovative system scalable robust project robust robust systems.",0.3404687800866289,26,0,1,0
Experience: deployed efficient pipeline using JavaScript; managed application pipeline using React; integrated collaborative application using Node.js Additional: system scalable team robust collaborative robust data collaborative analysis strategy application analysis scalable system project collaborative strategy collaborative,"Software Engineer role requiring expertise in AWS, React, Docker, TensorFlow, C++ and experience in building innovative efficient project innovative project team application scalable robust application scalable collaborative systems.",0.3333305868598699,35,0,3,0
Experience: implemented innovative tool using C++; led robust system using Marketing; managed innovative application using JavaScript; integrated innovative application using Docker; optimized team tool using React Additional: analysis data analysis team application team robust robust strategy analysis analysis collaborative robust Extra: team robust project innovative innovative,"Software Engineer role requiring expertise in JavaScript, Docker and experience in building application innovative robust application innovative application innovative efficient scalable scalable project system innovative collaborative systems.",0.36718557014262027,46,0,5,0
"Skills: Photoshop, JavaScript Experience: tested scalable application using Marketing; developed efficient pipeline using Docker Additional: analysis innovative collaborative robust project project system analysis innovative collaborative application application scalable system scalable","Software Engineer role requiring expertise in Python, Kubernetes, Node.js, JavaScript, Docker and experience in building innovative project efficient scalable team team application systems.",0.27374605494696846,30,1,2,0
Experience: deployed innovative application using Python; designed innovative tool using Docker Additional: robust efficient project strategy analysis robust data strategy application team application collaborative efficient strategy team scalable efficient efficient efficient Extra: collaborative innovative innovative system scalable system collaborative project innovative,"Software Engineer role requiring expertise in React, Ruby, JavaScript and experience in building robust application innovative robust collaborative robust application scalable systems.",0.29932863895431344,41,0,2,0
"Skills: Kubernetes, Docker, AWS, Python, Photoshop, Node.js, React Experience: led collaborative application using Java; built application system using Docker; integrated collaborative pipeline using JavaScript; deployed application tool using C++; managed team pipeline using Node.js Additional: collaborative application application data application scalable innovative analysis efficient collaborative data scalable team project robust robust application","Software Engineer role requiring expertise in AWS, Java, Docker, Python, Kubernetes and experience in building innovative robust scalable system scalable efficient robust scalable systems.",0.19891667658407602,52,1,5,0
Experience: deployed innovative application using Marketing Additional: strategy team innovative innovative system collaborative scalable robust robust strategy innovative robust application data scalable application team project,"Software Engineer role requiring expertise in JavaScript, AWS, TensorFlow, C++, Java and experience in building collaborative innovative efficient innovative system application application application system innovative efficient innovative scalable scalable systems.",0.4553848123107327,25,0,1,0
"Skills: C++, Ruby, Python, JavaScript, Marketing Experience: designed team pipeline using JavaScript Additional: system system scalable application system analysis data robust efficient collaborative application system application","Software Engineer role requiring expertise in Node.js, React, Python, Kubernetes and experience in building team system application project innovative collaborative scalable system efficient team efficient systems.",0.2708133607265104,26,1,1,0
Experience: tested application system using Ruby; tested collaborative tool using JavaScript; developed efficient tool using React; built efficient application using React; managed project system using C++ Additional: team efficient efficient data collaborative collaborative analysis strategy data innovative team efficient,"Software Engineer role requiring expertise in TensorFlow, AWS, C++ and experience in building scalable system efficient system collaborative scalable robust collaborative team scalable robust team efficient systems.",0.23001300182909135,39,0,4,0
"Skills: Marketing, SQL, JavaScript, C++, Node.js, Kubernetes Experience: implemented innovative tool using Docker; managed application application using Photoshop Additional: strategy data robust innovative innovative data scalable robust scalable robust data team robust team application application efficient data project","Software Engineer role requiring expertise in Python, Kubernetes, C++, JavaScript and experience in building project efficient project project collaborative robust system systems.",0.15964640099739283,38,1,2,0
Experience: implemented system tool using Ruby; designed collaborative tool using JavaScript; deployed innovative system using C++ Additional: analysis strategy scalable robust efficient analysis project collaborative project efficient robust collaborative,"Software Engineer role requiring expertise in Kubernetes, TensorFlow, JavaScript and experience in building innovative system system scalable system team systems.",0.08607577920972274,29,0,3,0
"Skills: SQL, Python, C++ Experience: developed application system using React; deployed system tool using Node.js; designed innovative system using Python; designed system system using TensorFlow; designed innovative application using AWS Additional: strategy system strategy collaborative efficient robust system robust data system robust Extra: innovative collaborative system team collaborative","Software Engineer role requiring expertise in Docker, TensorFlow, Python, Java and experience in building innovative team collaborative innovative team project scalable team collaborative systems.",0.23902481306027665,48,1,3,0
Experience: deployed collaborative application using AWS; optimized innovative pipeline using AWS; tested team system using SQL; implemented system tool using Node.js Additional: system scalable team system system team strategy scalable system application project collaborative Extra: efficient collaborative application innovative project,"Software Engineer role requiring expertise in AWS, C++, Node.js, Ruby and experience in building robust application system efficient scalable systems.",0.1986755772617744,40,0,4,0
Experience: built system tool using Python; built system pipeline using C++; led project system using Node.js Additional: system strategy project system innovative analysis robust robust collaborative collaborative strategy application,"Software Engineer role requiring expertise in SQL, JavaScript and experience in building scalable robust application efficient scalable application scalable project robust systems.",0.15685973523911698,29,0,2,0
"Skills: TensorFlow, Node.js, Marketing, JavaScript, SQL, Kubernetes, Java Experience: optimized application application using Marketing; managed team tool using JavaScript Additional: project application analysis robust analysis efficient scalable data robust data robust collaborative collaborative data collaborative efficient","Software Engineer role requiring expertise in TensorFlow, C++, Ruby, SQL and experience in building efficient project application project application application innovative system project robust systems.",0.292197216752944,36,1,2,0
Experience: led efficient pipeline using React; developed collaborative system using AWS Additional: efficient robust robust team scalable analysis efficient efficient strategy innovative Extra: application innovative system innovative robust collaborative project team,"Software Engineer role requiring expertise in C++, React, Java, Docker, Ruby and experience in building collaborative collaborative efficient scalable team scalable project systems.",0.2774567189551883,31,0,2,0
Experience: integrated scalable application using Python; managed application system using Marketing Additional: scalable application collaborative efficient robust data team innovative analysis scalable scalable data project innovative innovative data efficient application Extra: scalable system system project system collaborative efficient,"Software Engineer role requiring expertise in TensorFlow, Python, Ruby and experience in building collaborative system robust collaborative project systems.",0.13714915438333466,38,0,2,0
Experience: integrated system application using Kubernetes; developed collaborative tool using Marketing; designed application application using SQL; built application system using React; designed efficient pipeline using Marketing Additional: team innovative project project data robust team innovative system strategy strategy project robust collaborative team efficient innovative application,"Software Engineer role requiring expertise in Kubernetes, Node.js, JavaScript and experience in building collaborative efficient efficient robust innovative robust project scalable innovative efficient system project systems.",0.2789150638617162,45,0,4,0
Experience: optimized collaborative system using Java; developed scalable pipeline using JavaScript; built application pipeline using JavaScript Additional: data collaborative system application analysis data strategy efficient innovative innovative collaborative team analysis application robust innovative data collaborative efficient,"Software Engineer role requiring expertise in SQL, TensorFlow and experience in building robust efficient scalable collaborative project innovative innovative systems.",0.25236705533112835,36,0,3,0
